seed,domain_count,fault_budget,n_candidates,adversary,feasible,theoretical_min_cost,realized_cost,verdict,queried_count,wasted_queries,rounds,overhead_ratio
951020926,10,2,9,random,0,,14,STEP_UP,5,3,4,
951020927,10,2,9,random,1,8,8,ALLOW,3,0,1,1.0
951020928,10,2,9,random,1,11,11,ALLOW,3,0,1,1.0
951020929,10,2,9,random,1,7,7,ALLOW,3,0,1,1.0
951020920,10,2,9,adversarial,1,25,43,ALLOW,7,4,5,1.72
951020921,10,2,9,adversarial,0,,27,STEP_UP,5,4,5,
951020922,10,2,9,adversarial,0,,23,STEP_UP,6,5,6,
951020923,10,2,9,adversarial,0,,5,STEP_UP,2,2,3,
951020924,10,2,9,adversarial,1,26,47,ALLOW,7,4,5,1.8076923076923077
951020925,10,2,9,adversarial,0,,24,STEP_UP,5,3,4,
951020926,10,2,9,adversarial,0,,6,STEP_UP,2,2,3,
951020927,10,2,9,adversarial,0,,33,STEP_UP,7,5,6,
951020928,10,2,9,adversarial,0,,33,STEP_UP,7,5,6,
951020929,10,2,9,adversarial,0,,20,STEP_UP,5,4,5,
951020930,10,2,9,adversarial,1,23,45,ALLOW,8,5,6,1.9565217391304348
951020931,10,2,9,adversarial,1,20,33,ALLOW,7,4,5,1.65
951020932,10,2,9,adversarial,1,19,28,ALLOW,7,4,5,1.4736842105263157
951020933,10,2,9,adversarial,1,26,41,ALLOW,8,5,6,1.5769230769230769
951020934,10,2,9,adversarial,0,,29,STEP_UP,6,4,5,
951020935,10,2,9,adversarial,0,,22,STEP_UP,6,4,5,
951020936,10,2,9,adversarial,0,,28,STEP_UP,7,5,6,
951020937,10,2,9,adversarial,0,,7,STEP_UP,2,2,3,
951020938,10,2,9,adversarial,1,21,46,ALLOW,9,5,6,2.1904761904761907
951020939,10,2,9,adversarial,1,19,37,ALLOW,8,5,6,1.9473684210526316
951021200,10,2,12,benign,1,14,14,ALLOW,3,0,1,1.0
951021201,10,2,12,benign,1,8,8,ALLOW,3,0,1,1.0
951021202,10,2,12,benign,1,4,4,ALLOW,3,0,1,1.0
951021203,10,2,12,benign,1,8,8,ALLOW,3,0,1,1.0
951021204,10,2,12,benign,1,11,11,ALLOW,3,0,1,1.0
951021205,10,2,12,benign,1,10,10,ALLOW,3,0,1,1.0
951021206,10,2,12,benign,1,9,9,ALLOW,3,0,1,1.0
951021207,10,2,12,benign,1,6,6,ALLOW,3,0,1,1.0
951021208,10,2,12,benign,1,12,12,ALLOW,3,0,1,1.0
951021209,10,2,12,benign,1,8,8,ALLOW,3,0,1,1.0
951021210,10,2,12,benign,1,9,9,ALLOW,3,0,1,1.0
951021211,10,2,12,benign,1,11,11,ALLOW,3,0,1,1.0
951021212,10,2,12,benign,1,9,9,ALLOW,3,0,1,1.0
951021213,10,2,12,benign,1,8,8,ALLOW,3,0,1,1.0
951021214,10,2,12,benign,1,4,4,ALLOW,3,0,1,1.0
951021215,10,2,12,benign,1,8,8,ALLOW,3,0,1,1.0
951021216,10,2,12,benign,1,6,6,ALLOW,3,0,1,1.0
951021217,10,2,12,benign,1,11,11,ALLOW,3,0,1,1.0
951021218,10,2,12,benign,1,12,12,ALLOW,3,0,1,1.0
951021219,10,2,12,benign,1,7,7,ALLOW,3,0,1,1.0
951021210,10,2,12,random,1,10,12,ALLOW,4,1,2,1.2
951021211,10,2,12,random,1,12,16,ALLOW,4,1,2,1.3333333333333333
951021212,10,2,12,random,1,10,14,ALLOW,4,1,2,1.4
951021213,10,2,12,random,1,10,12,ALLOW,4,1,2,1.2
951021214,10,2,12,random,1,5,6,ALLOW,4,1,2,1.2
951021215,10,2,12,random,1,8,8,ALLOW,3,0,1,1.0
951021216,10,2,12,random,1,6,6,ALLOW,3,0,1,1.0
951021217,10,2,12,random,1,13,28,ALLOW,7,4,5,2.1538461538461537
951021218,10,2,12,random,1,14,20,ALLOW,4,1,2,1.4285714285714286
951021219,10,2,12,random,1,7,7,ALLOW,3,0,1,1.0
951021220,10,2,12,random,1,12,18,ALLOW,4,1,2,1.5
951021221,10,2,12,random,1,12,20,ALLOW,5,2,3,1.6666666666666667
951021222,10,2,12,random,1,6,6,ALLOW,3,0,1,1.0
951021223,10,2,12,random,1,11,14,ALLOW,4,1,2,1.2727272727272727
951021224,10,2,12,random,1,8,8,ALLOW,3,0,1,1.0
951021225,10,2,12,random,1,11,18,ALLOW,5,2,3,1.6363636363636365
951021226,10,2,12,random,1,9,15,ALLOW,5,2,3,1.6666666666666667
951021227,10,2,12,random,1,8,8,ALLOW,3,0,1,1.0
951021228,10,2,12,random,1,19,44,ALLOW,9,4,5,2.3157894736842106
951021229,10,2,12,random,1,3,3,ALLOW,3,0,1,1.0
951021220,10,2,12,adversarial,1,24,49,ALLOW,9,5,6,2.0416666666666665
951021221,10,2,12,adversarial,1,20,44,ALLOW,10,7,8,2.2
951021222,10,2,12,adversarial,1,24,49,ALLOW,10,7,8,2.0416666666666665
951021223,10,2,12,adversarial,1,23,50,ALLOW,10,7,8,2.1739130434782608
951021224,10,2,12,adversarial,1,21,38,ALLOW,9,6,7,1.8095238095238095
951021225,10,2,12,adversarial,1,22,36,ALLOW,7,4,5,1.6363636363636365
951021226,10,2,12,adversarial,0,,21,STEP_UP,6,5,6,
951021227,10,2,12,adversarial,1,15,30,ALLOW,8,5,6,2.0
951021228,10,2,12,adversarial,0,,32,STEP_UP,7,5,6,
951021229,10,2,12,adversarial,1,19,29,ALLOW,9,6,7,1.5263157894736843
951021230,10,2,12,adversarial,1,21,34,ALLOW,9,6,7,1.619047619047619
951021231,10,2,12,adversarial,1,19,41,ALLOW,9,6,7,2.1578947368421053
951021232,10,2,12,adversarial,1,22,44,ALLOW,10,7,8,2.0
951021233,10,2,12,adversarial,1,21,34,ALLOW,8,5,6,1.619047619047619
951021234,10,2,12,adversarial,1,22,41,ALLOW,9,6,7,1.8636363636363635
951021235,10,2,12,adversarial,1,19,38,ALLOW,9,6,7,2.0
951021236,10,2,12,adversarial,1,23,49,ALLOW,10,7,8,2.130434782608696
951021237,10,2,12,adversarial,1,18,28,ALLOW,8,5,6,1.5555555555555556
951021238,10,2,12,adversarial,0,,35,STEP_UP,6,4,5,
951021239,10,2,12,adversarial,1,25,38,ALLOW,8,5,6,1.52
951510600,15,1,6,benign,1,6,6,ALLOW,2,0,1,1.0
951510601,15,1,6,benign,1,5,5,ALLOW,2,0,1,1.0
951510602,15,1,6,benign,1,8,8,ALLOW,2,0,1,1.0
951510603,15,1,6,benign,1,4,4,ALLOW,2,0,1,1.0
951510604,15,1,6,benign,1,2,2,ALLOW,2,0,1,1.0
951510605,15,1,6,benign,1,2,2,ALLOW,2,0,1,1.0
951510606,15,1,6,benign,1,3,3,ALLOW,2,0,1,1.0
951510607,15,1,6,benign,1,2,2,ALLOW,2,0,1,1.0
951510608,15,1,6,benign,1,4,4,ALLOW,2,0,1,1.0
951510609,15,1,6,benign,1,10,10,ALLOW,2,0,1,1.0
951510610,15,1,6,benign,1,3,3,ALLOW,2,0,1,1.0
951510611,15,1,6,benign,1,2,2,ALLOW,2,0,1,1.0
951510612,15,1,6,benign,1,2,2,ALLOW,2,0,1,1.0
951510613,15,1,6,benign,1,2,2,ALLOW,2,0,1,1.0
951510614,15,1,6,benign,1,3,3,ALLOW,2,0,1,1.0
951510615,15,1,6,benign,1,11,11,ALLOW,2,0,1,1.0
951510616,15,1,6,benign,1,2,2,ALLOW,2,0,1,1.0
951510617,15,1,6,benign,1,4,4,ALLOW,2,0,1,1.0
951510618,15,1,6,benign,1,4,4,ALLOW,2,0,1,1.0
951510619,15,1,6,benign,1,2,2,ALLOW,2,0,1,1.0
951510610,15,1,6,random,1,6,10,ALLOW,4,2,3,1.6666666666666667
951510611,15,1,6,random,1,2,2,ALLOW,2,0,1,1.0
951510612,15,1,6,random,1,2,2,ALLOW,2,0,1,1.0
951510613,15,1,6,random,1,2,2,ALLOW,2,0,1,1.0
951510614,15,1,6,random,1,3,3,ALLOW,2,0,1,1.0
951510615,15,1,6,random,1,11,11,ALLOW,2,0,1,1.0
951510616,15,1,6,random,1,4,7,ALLOW,4,2,3,1.75
951510617,15,1,6,random,1,4,4,ALLOW,2,0,1,1.0
951510618,15,1,6,random,1,4,4,ALLOW,2,0,1,1.0
951510619,15,1,6,random,1,8,15,ALLOW,5,3,4,1.875
951510620,15,1,6,random,1,5,5,ALLOW,2,0,1,1.0
951510621,15,1,6,random,1,17,22,ALLOW,4,2,3,1.2941176470588236
951510622,15,1,6,random,1,3,3,ALLOW,2,0,1,1.0
951510623,15,1,6,random,1,15,34,ALLOW,5,2,3,2.2666666666666666
951510624,15,1,6,random,1,12,17,ALLOW,3,1,2,1.4166666666666667
951510625,15,1,6,random,1,2,2,ALLOW,2,0,1,1.0
951510626,15,1,6,random,1,8,8,ALLOW,2,0,1,1.0
951510627,15,1,6,random,1,7,12,ALLOW,4,2,3,1.7142857142857142
951510628,15,1,6,random,1,9,12,ALLOW,3,1,2,1.3333333333333333
951510629,15,1,6,random,1,9,9,ALLOW,2,0,1,1.0
951510620,15,1,6,adversarial,1,15,26,ALLOW,5,3,4,1.7333333333333334
951510621,15,1,6,adversarial,1,17,30,ALLOW,5,3,4,1.7647058823529411
951510622,15,1,6,adversarial,1,13,18,ALLOW,5,3,4,1.3846153846153846
951510623,15,1,6,adversarial,1,16,34,ALLOW,5,3,4,2.125
951510624,15,1,6,adversarial,0,,23,STEP_UP,4,3,4,
951510625,15,1,6,adversarial,1,11,15,ALLOW,5,3,4,1.3636363636363635
951510626,15,1,6,adversarial,1,10,23,ALLOW,5,3,4,2.3
951510627,15,1,6,adversarial,1,14,21,ALLOW,5,3,4,1.5
951510628,15,1,6,adversarial,1,14,26,ALLOW,5,3,4,1.8571428571428572
951510629,15,1,6,adversarial,1,14,26,ALLOW,5,3,4,1.8571428571428572
951510630,15,1,6,adversarial,0,,18,STEP_UP,4,3,4,
951510631,15,1,6,adversarial,1,10,17,ALLOW,5,3,4,1.7
951510632,15,1,6,adversarial,1,15,27,ALLOW,5,3,4,1.8
951510633,15,1,6,adversarial,1,16,22,ALLOW,5,3,4,1.375
951510634,15,1,6,adversarial,1,16,22,ALLOW,5,3,4,1.375
951510635,15,1,6,adversarial,1,15,22,ALLOW,5,3,4,1.4666666666666666
951510636,15,1,6,adversarial,1,6,10,ALLOW,5,3,4,1.6666666666666667
951510637,15,1,6,adversarial,1,17,24,ALLOW,5,3,4,1.411764705882353
951510638,15,1,6,adversarial,1,10,18,ALLOW,5,3,4,1.8
951510639,15,1,6,adversarial,1,11,18,ALLOW,5,3,4,1.6363636363636365
951510900,15,1,9,benign,1,4,4,ALLOW,2,0,1,1.0
951510901,15,1,9,benign,1,5,5,ALLOW,2,0,1,1.0
951510902,15,1,9,benign,1,5,5,ALLOW,2,0,1,1.0
951510903,15,1,9,benign,1,2,2,ALLOW,2,0,1,1.0
951510904,15,1,9,benign,1,2,2,ALLOW,2,0,1,1.0
951510905,15,1,9,benign,1,4,4,ALLOW,2,0,1,1.0
951510906,15,1,9,benign,1,3,3,ALLOW,2,0,1,1.0
951510907,15,1,9,benign,1,2,2,ALLOW,2,0,1,1.0
951510908,15,1,9,benign,1,2,2,ALLOW,2,0,1,1.0
951510909,15,1,9,benign,1,4,4,ALLOW,2,0,1,1.0
951510910,15,1,9,benign,1,4,4,ALLOW,2,0,1,1.0
951510911,15,1,9,benign,1,2,2,ALLOW,2,0,1,1.0
951510912,15,1,9,benign,1,7,7,ALLOW,3,0,1,1.0
951510913,15,1,9,benign,1,4,4,ALLOW,2,0,1,1.0
951510914,15,1,9,benign,1,4,4,ALLOW,2,0,1,1.0
951510915,15,1,9,benign,1,4,4,ALLOW,2,0,1,1.0
951510916,15,1,9,benign,1,8,8,ALLOW,2,0,1,1.0
951510917,15,1,9,benign,1,3,3,ALLOW,2,0,1,1.0
951510918,15,1,9,benign,1,5,5,ALLOW,2,0,1,1.0
951510919,15,1,9,benign,1,3,3,ALLOW,2,0,1,1.0
951510910,15,1,9,random,1,4,4,ALLOW,2,0,1,1.0
951510911,15,1,9,random,1,2,2,ALLOW,2,0,1,1.0
951510912,15,1,9,random,1,8,11,ALLOW,3,1,2,1.375
951510913,15,1,9,random,1,5,8,ALLOW,3,1,2,1.6
951510914,15,1,9,random,1,5,7,ALLOW,3,1,2,1.4
951510915,15,1,9,random,1,4,4,ALLOW,2,0,1,1.0
951510916,15,1,9,random,1,11,28,ALLOW,5,3,4,2.5454545454545454
951510917,15,1,9,random,1,3,3,ALLOW,2,0,1,1.0
951510918,15,1,9,random,1,9,25,ALLOW,6,4,5,2.7777777777777777
951510919,15,1,9,random,1,3,3,ALLOW,2,0,1,1.0
951510920,15,1,9,random,1,4,4,ALLOW,2,0,1,1.0
951510921,15,1,9,random,1,6,7,ALLOW,3,1,2,1.1666666666666667
951510922,15,1,9,random,1,5,9,ALLOW,3,1,2,1.8
951510923,15,1,9,random,1,4,4,ALLOW,2,0,1,1.0
951510924,15,1,9,random,1,5,7,ALLOW,3,1,2,1.4
951510925,15,1,9,random,1,3,4,ALLOW,3,1,2,1.3333333333333333
951510926,15,1,9,random,1,6,8,ALLOW,3,1,2,1.3333333333333333
951510927,15,1,9,random,1,2,3,ALLOW,3,1,2,1.5
951510928,15,1,9,random,1,6,8,ALLOW,4,2,3,1.3333333333333333
951510929,15,1,9,random,1,7,10,ALLOW,3,1,2,1.4285714285714286
951510920,15,1,9,adversarial,1,10,22,ALLOW,7,5,6,2.2
951510921,15,1,9,adversarial,1,17,34,ALLOW,7,5,6,2.0
951510922,15,1,9,adversarial,1,11,24,ALLOW,7,5,6,2.1818181818181817
951510923,15,1,9,adversarial,1,16,30,ALLOW,6,4,5,1.875
951510924,15,1,9,adversarial,1,14,26,ALLOW,6,4,5,1.8571428571428572
951510925,15,1,9,adversarial,1,12,23,ALLOW,7,5,6,1.9166666666666667
951510926,15,1,9,adversarial,1,10,27,ALLOW,7,5,6,2.7
951510927,15,1,9,adversarial,1,13,24,ALLOW,7,5,6,1.8461538461538463
951510928,15,1,9,adversarial,1,11,21,ALLOW,7,5,6,1.9090909090909092
951510929,15,1,9,adversarial,1,15,34,ALLOW,7,5,6,2.2666666666666666
951510930,15,1,9,adversarial,1,13,34,ALLOW,7,5,6,2.6153846153846154
951510931,15,1,9,adversarial,1,10,25,ALLOW,6,4,5,2.5
951510932,15,1,9,adversarial,1,15,29,ALLOW,6,4,5,1.9333333333333333
951510933,15,1,9,adversarial,1,17,38,ALLOW,8,5,6,2.235294117647059
951510934,15,1,9,adversarial,1,14,31,ALLOW,7,5,6,2.2142857142857144
951510935,15,1,9,adversarial,1,10,22,ALLOW,7,5,6,2.2
951510936,15,1,9,adversarial,1,11,23,ALLOW,6,4,5,2.090909090909091
951510937,15,1,9,adversarial,1,15,35,ALLOW,7,5,6,2.3333333333333335
951510938,15,1,9,adversarial,1,11,29,ALLOW,7,5,6,2.6363636363636362
951510939,15,1,9,adversarial,1,17,36,ALLOW,7,5,6,2.1176470588235294
951511200,15,1,12,benign,1,2,2,ALLOW,2,0,1,1.0
951511201,15,1,12,benign,1,3,3,ALLOW,2,0,1,1.0
951511202,15,1,12,benign,1,4,4,ALLOW,2,0,1,1.0
951511203,15,1,12,benign,1,2,2,ALLOW,2,0,1,1.0
951511204,15,1,12,benign,1,2,2,ALLOW,2,0,1,1.0
951511205,15,1,12,benign,1,3,3,ALLOW,2,0,1,1.0
951511206,15,1,12,benign,1,5,5,ALLOW,2,0,1,1.0
951511207,15,1,12,benign,1,2,2,ALLOW,2,0,1,1.0
951511208,15,1,12,benign,1,5,5,ALLOW,2,0,1,1.0
951511209,15,1,12,benign,1,6,6,ALLOW,2,0,1,1.0
951511210,15,1,12,benign,1,3,3,ALLOW,2,0,1,1.0
951511211,15,1,12,benign,1,2,2,ALLOW,2,0,1,1.0
951511212,15,1,12,benign,1,8,8,ALLOW,2,0,1,1.0
951511213,15,1,12,benign,1,6,6,ALLOW,2,0,1,1.0
951511214,15,1,12,benign,1,3,3,ALLOW,2,0,1,1.0
951511215,15,1,12,benign,1,4,4,ALLOW,2,0,1,1.0
951511216,15,1,12,benign,1,6,6,ALLOW,2,0,1,1.0
951511217,15,1,12,benign,1,5,5,ALLOW,2,0,1,1.0
951511218,15,1,12,benign,1,4,4,ALLOW,2,0,1,1.0
951511219,15,1,12,benign,1,5,5,ALLOW,2,0,1,1.0
951511210,15,1,12,random,1,5,15,ALLOW,5,3,4,3.0
951511211,15,1,12,random,1,3,4,ALLOW,3,1,2,1.3333333333333333
951511212,15,1,12,random,1,10,13,ALLOW,3,1,2,1.3
951511213,15,1,12,random,1,6,6,ALLOW,2,0,1,1.0
951511214,15,1,12,random,1,3,3,ALLOW,2,0,1,1.0
951511215,15,1,12,random,1,6,10,ALLOW,4,2,3,1.6666666666666667
951511216,15,1,12,random,1,10,11,ALLOW,3,1,2,1.1
951511217,15,1,12,random,1,6,7,ALLOW,3,1,2,1.1666666666666667
951511218,15,1,12,random,1,4,4,ALLOW,2,0,1,1.0
951511219,15,1,12,random,1,7,11,ALLOW,4,2,3,1.5714285714285714
951511220,15,1,12,random,1,3,3,ALLOW,2,0,1,1.0
951511221,15,1,12,random,1,4,5,ALLOW,3,1,2,1.25
951511222,15,1,12,random,1,5,7,ALLOW,3,1,2,1.4
951511223,15,1,12,random,1,7,7,ALLOW,2,0,1,1.0
951511224,15,1,12,random,1,3,3,ALLOW,2,0,1,1.0
951511225,15,1,12,random,1,7,15,ALLOW,6,4,5,2.142857142857143
951511226,15,1,12,random,1,2,2,ALLOW,2,0,1,1.0
951511227,15,1,12,random,1,2,2,ALLOW,2,0,1,1.0
951511228,15,1,12,random,1,3,3,ALLOW,2,0,1,1.0
951511229,15,1,12,random,1,5,9,ALLOW,4,2,3,1.8
951511220,15,1,12,adversarial,1,14,36,ALLOW,9,7,8,2.5714285714285716
951511221,15,1,12,adversarial,1,12,37,ALLOW,9,7,8,3.0833333333333335
951511222,15,1,12,adversarial,1,15,42,ALLOW,9,7,8,2.8
951511223,15,1,12,adversarial,1,14,44,ALLOW,9,7,8,3.142857142857143
951511224,15,1,12,adversarial,1,15,34,ALLOW,9,7,8,2.2666666666666666
951511225,15,1,12,adversarial,1,8,27,ALLOW,9,7,8,3.375
951511226,15,1,12,adversarial,1,15,33,ALLOW,9,7,8,2.2
951511227,15,1,12,adversarial,1,13,33,ALLOW,9,7,8,2.5384615384615383
951511228,15,1,12,adversarial,1,16,42,ALLOW,9,7,8,2.625
951511229,15,1,12,adversarial,1,11,32,ALLOW,9,7,8,2.909090909090909
951511230,15,1,12,adversarial,1,15,36,ALLOW,9,7,8,2.4
951511231,15,1,12,adversarial,1,14,36,ALLOW,9,7,8,2.5714285714285716
951511232,15,1,12,adversarial,1,14,36,ALLOW,8,6,7,2.5714285714285716
951511233,15,1,12,adversarial,1,12,29,ALLOW,9,7,8,2.4166666666666665
951511234,15,1,12,adversarial,1,11,29,ALLOW,9,7,8,2.6363636363636362
951511235,15,1,12,adversarial,1,12,30,ALLOW,8,6,7,2.5
951511236,15,1,12,adversarial,1,14,31,ALLOW,9,7,8,2.2142857142857144
951511237,15,1,12,adversarial,1,16,47,ALLOW,9,7,8,2.9375
951511238,15,1,12,adversarial,1,14,32,ALLOW,9,7,8,2.2857142857142856
951511239,15,1,12,adversarial,1,12,36,ALLOW,9,7,8,3.0
951520600,15,2,6,benign,1,10,10,ALLOW,3,0,1,1.0
951520601,15,2,6,benign,1,8,8,ALLOW,3,0,1,1.0
951520602,15,2,6,benign,1,7,7,ALLOW,3,0,1,1.0
951520603,15,2,6,benign,1,14,14,ALLOW,3,0,1,1.0
951520604,15,2,6,benign,1,9,9,ALLOW,3,0,1,1.0
951520605,15,2,6,benign,1,5,5,ALLOW,3,0,1,1.0
951520606,15,2,6,benign,1,11,11,ALLOW,3,0,1,1.0
951520607,15,2,6,benign,1,14,14,ALLOW,3,0,1,1.0
951520608,15,2,6,benign,1,21,21,ALLOW,3,0,1,1.0
951520609,15,2,6,benign,1,9,9,ALLOW,3,0,1,1.0
951520610,15,2,6,benign,1,10,10,ALLOW,3,0,1,1.0
951520611,15,2,6,benign,1,13,13,ALLOW,3,0,1,1.0
951520612,15,2,6,benign,1,15,15,ALLOW,3,0,1,1.0
951520613,15,2,6,benign,1,6,6,ALLOW,3,0,1,1.0
951520614,15,2,6,benign,1,16,16,ALLOW,3,0,1,1.0
951520615,15,2,6,benign,1,13,13,ALLOW,3,0,1,1.0
951520616,15,2,6,benign,1,12,12,ALLOW,3,0,1,1.0
951520617,15,2,6,benign,1,15,15,ALLOW,3,0,1,1.0
951520618,15,2,6,benign,1,12,12,ALLOW,3,0,1,1.0
951520619,15,2,6,benign,1,15,15,ALLOW,3,0,1,1.0
951520610,15,2,6,random,1,15,21,ALLOW,5,2,3,1.4
951520611,15,2,6,random,1,14,19,ALLOW,4,1,2,1.3571428571428572
951520612,15,2,6,random,1,18,24,ALLOW,4,1,2,1.3333333333333333
951520613,15,2,6,random,0,,10,STEP_UP,3,3,4,
951520614,15,2,6,random,1,16,16,ALLOW,3,0,1,1.0
951520615,15,2,6,random,1,19,22,ALLOW,4,1,2,1.1578947368421053
951520616,15,2,6,random,1,12,12,ALLOW,3,0,1,1.0
951520617,15,2,6,random,1,15,22,ALLOW,4,1,2,1.4666666666666666
951520618,15,2,6,random,1,12,12,ALLOW,3,0,1,1.0
951520619,15,2,6,random,0,,11,STEP_UP,2,2,3,
951520620,15,2,6,random,1,15,15,ALLOW,3,0,1,1.0
951520621,15,2,6,random,1,8,9,ALLOW,4,1,2,1.125
951520622,15,2,6,random,1,15,17,ALLOW,4,1,2,1.1333333333333333
951520623,15,2,6,random,0,,25,STEP_UP,5,3,4,
951520624,15,2,6,random,0,,0,STEP_UP,0,0,1,
951520625,15,2,6,random,1,14,14,ALLOW,3,0,1,1.0
951520626,15,2,6,random,1,6,7,ALLOW,4,1,2,1.1666666666666667
951520627,15,2,6,random,0,,22,STEP_UP,5,3,4,
951520628,15,2,6,random,0,,27,STEP_UP,4,2,3,
951520629,15,2,6,random,1,12,12,ALLOW,3,0,1,1.0
951520620,15,2,6,adversarial,0,,27,STEP_UP,5,3,4,
951520621,15,2,6,adversarial,0,,12,STEP_UP,5,3,4,
951520622,15,2,6,adversarial,0,,15,STEP_UP,3,2,3,
951520623,15,2,6,adversarial,0,,21,STEP_UP,5,3,4,
951520624,15,2,6,adversarial,0,,0,STEP_UP,0,0,1,
951520625,15,2,6,adversarial,1,19,32,ALLOW,6,3,4,1.6842105263157894
951520626,15,2,6,adversarial,0,,8,STEP_UP,4,3,4,
951520627,15,2,6,adversarial,1,22,27,ALLOW,6,3,4,1.2272727272727273
951520628,15,2,6,adversarial,0,,20,STEP_UP,3,2,3,
951520629,15,2,6,adversarial,0,,28,STEP_UP,5,3,4,
951520630,15,2,6,adversarial,0,,22,STEP_UP,4,3,4,
951520631,15,2,6,adversarial,0,,19,STEP_UP,4,2,3,
951520632,15,2,6,adversarial,1,23,33,ALLOW,6,3,4,1.434782608695652
951520633,15,2,6,adversarial,1,18,26,ALLOW,6,3,4,1.4444444444444444
951520634,15,2,6,adversarial,1,25,30,ALLOW,6,3,4,1.2
951520635,15,2,6,adversarial,1,22,27,ALLOW,6,3,4,1.2272727272727273
951520636,15,2,6,adversarial,0,,27,STEP_UP,5,3,4,
951520637,15,2,6,adversarial,1,17,27,ALLOW,6,3,4,1.588235294117647
951520638,15,2,6,adversarial,1,24,37,ALLOW,6,3,4,1.5416666666666667
951520639,15,2,6,adversarial,1,12,17,ALLOW,6,3,4,1.4166666666666667
951520900,15,2,9,benign,1,6,6,ALLOW,3,0,1,1.0
951520901,15,2,9,benign,1,8,8,ALLOW,3,0,1,1.0
951520902,15,2,9,benign,1,12,12,ALLOW,3,0,1,1.0
951520903,15,2,9,benign,1,5,5,ALLOW,3,0,1,1.0
951520904,15,2,9,benign,1,14,14,ALLOW,3,0,1,1.0
951520905,15,2,9,benign,1,6,6,ALLOW,3,0,1,1.0
951520906,15,2,9,benign,1,5,5,ALLOW,3,0,1,1.0
951520907,15,2,9,benign,1,4,4,ALLOW,3,0,1,1.0
951520908,15,2,9,benign,1,13,13,ALLOW,3,0,1,1.0
951520909,15,2,9,benign,1,6,6,ALLOW,3,0,1,1.0
951520910,15,2,9,benign,1,12,12,ALLOW,3,0,1,1.0
951520911,15,2,9,benign,1,7,7,ALLOW,3,0,1,1.0
951520912,15,2,9,benign,1,14,14,ALLOW,3,0,1,1.0
951520913,15,2,9,benign,1,9,9,ALLOW,3,0,1,1.0
951520914,15,2,9,benign,1,8,8,ALLOW,3,0,1,1.0
951520915,15,2,9,benign,1,7,7,ALLOW,3,0,1,1.0
951520916,15,2,9,benign,1,14,14,ALLOW,3,0,1,1.0
951520917,15,2,9,benign,1,6,6,ALLOW,3,0,1,1.0
951520918,15,2,9,benign,1,12,12,ALLOW,3,0,1,1.0
951520919,15,2,9,benign,1,8,8,ALLOW,3,0,1,1.0
951520910,15,2,9,random,1,12,15,ALLOW,4,1,2,1.25
951520911,15,2,9,random,1,7,7,ALLOW,3,0,1,1.0
951520912,15,2,9,random,1,14,14,ALLOW,3,0,1,1.0
951520913,15,2,9,random,1,11,13,ALLOW,4,1,2,1.1818181818181819
951520914,15,2,9,random,1,8,8,ALLOW,3,0,1,1.0
951520915,15,2,9,random,1,11,16,ALLOW,5,2,3,1.4545454545454546
951520916,15,2,9,random,1,14,14,ALLOW,3,0,1,1.0
951520917,15,2,9,random,1,16,29,ALLOW,6,3,4,1.8125
951520918,15,2,9,random,1,12,12,ALLOW,3,0,1,1.0
951520919,15,2,9,random,1,8,8,ALLOW,3,0,1,1.0
951520920,15,2,9,random,1,13,13,ALLOW,3,0,1,1.0
951520921,15,2,9,random,1,7,9,ALLOW,4,1,2,1.2857142857142858
951520922,15,2,9,random,1,3,3,ALLOW,3,0,1,1.0
951520923,15,2,9,random,0,,26,STEP_UP,5,3,4,
951520924,15,2,9,random,1,13,16,ALLOW,5,2,3,1.2307692307692308
951520925,15,2,9,random,1,7,11,ALLOW,4,1,2,1.5714285714285714
951520926,15,2,9,random,1,8,8,ALLOW,3,0,1,1.0
951520927,15,2,9,random,0,,18,STEP_UP,3,3,4,
951520928,15,2,9,random,1,14,21,ALLOW,4,1,2,1.5
951520929,15,2,9,random,1,14,22,ALLOW,5,2,3,1.5714285714285714
951520920,15,2,9,adversarial,1,26,50,ALLOW,8,5,6,1.9230769230769231
951520921,15,2,9,adversarial,1,21,27,ALLOW,6,3,4,1.2857142857142858
951520922,15,2,9,adversarial,1,17,23,ALLOW,7,4,5,1.3529411764705883
951520923,15,2,9,adversarial,1,26,46,ALLOW,8,5,6,1.7692307692307692
951520924,15,2,9,adversarial,1,16,24,ALLOW,7,4,5,1.5
951520925,15,2,9,adversarial,1,13,21,ALLOW,7,4,5,1.6153846153846154
951520926,15,2,9,adversarial,0,,18,STEP_UP,5,3,4,
951520927,15,2,9,adversarial,1,23,43,ALLOW,8,5,6,1.8695652173913044
951520928,15,2,9,adversarial,1,24,40,ALLOW,7,4,5,1.6666666666666667
951520929,15,2,9,adversarial,1,19,32,ALLOW,7,4,5,1.6842105263157894
951520930,15,2,9,adversarial,1,23,43,ALLOW,8,5,6,1.8695652173913044
951520931,15,2,9,adversarial,1,18,30,ALLOW,8,5,6,1.6666666666666667
951520932,15,2,9,adversarial,0,,36,STEP_UP,7,5,6,
951520933,15,2,9,adversarial,1,23,43,ALLOW,8,5,6,1.8695652173913044
951520934,15,2,9,adversarial,0,,36,STEP_UP,7,5,6,
951520935,15,2,9,adversarial,1,20,29,ALLOW,7,4,5,1.45
951520936,15,2,9,adversarial,1,21,36,ALLOW,8,5,6,1.7142857142857142
